ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,simple,,Ergotron WorkFit-A Dual Workstation,1,0,visible,"Esta solución de mesa de pie superior agrega beneficios ergonómicos adicionales, permitiendo que la bandeja del teclado se coloque por debajo del nivel del escritorio para un confort óptimo.","Esta solución de mesa de pie superior agrega beneficios ergonómicos adicionales, permitiendo que la bandeja del teclado se coloque por debajo del nivel del escritorio para un confort óptimo. Dobla el teclado hacia arriba y mueve el brazo cuando necesites la superficie de tu escritorio. La superficie de trabajo incluida ofrece un amplio espacio y acceso rápido a una tableta, teléfono o elementos relacionados con tareas. La bandeja para teclado está diseñada con una ligera inclinación para garantizar que las muñecas permanezcan en una posición neutral durante la entrada de datos y ayude a evitar lesiones por esfuerzo repetitivo; la bandeja se puede voltear 90 ° hacia arriba cuando no está en uso. Levante el teclado y las pantallas LCD de forma fácil y simultánea a la altura adecuada para un confort ergonómico sin igual.",,,,,1,200,1,0,0,,,,,1,,2900,3000,Monitores,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/mo1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/mo2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/mo3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/mo4.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,DYMO Labelwriter 450,1,0,visible,La impresora de etiquetas DYMO Labelwriter 450 Twin Turbo es una máquina asequible que le ayuda a aumentar la eficiencia de etiquetado y correo.,"La impresora de etiquetas DYMO Labelwriter 450 Twin Turbo es una máquina asequible que le ayuda a aumentar la eficiencia de etiquetado y correo. Esta impresora de etiquetas está diseñada para imprimir etiquetas de manera eficiente, ya que permite que se entreguen grandes lotes de documentos en menos tiempo. La impresora de etiquetas DYMO Labelwriter 450 Twin Turbo tiene la capacidad de cambiar automáticamente al segundo rollo cuando se acaba el primero. Incluso tiene la capacidad de imprimir hasta 71 etiquetas por minuto. Esta impresora de etiquetas también incluye un software para imprimir etiquetas directamente desde texto en programas de software populares, verificar direcciones de EE. UU. Y códigos ZIP + 4, y mucho más.",,,,,1,200,1,0,0,,,,,1,,1900,2000,Impresoras,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/imp1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp1_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp1_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp1_4.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Brother PT-M95,1,0,visible,"Si está buscando un fabricante de etiquetas que sea liviano, portátil y fácil de usar, este Handy Label Maker de Brother lo cubrió.","Si está buscando un fabricante de etiquetas que sea liviano, portátil y fácil de usar, este Handy Label Maker de Brother lo cubrió. Con teclado QWERTY, pantalla de fácil visualización y cintas de fácil aplicación. Vea cómo se verá su etiqueta antes de imprimir con una pantalla de 12 caracteres. Puede elegir entre 9 estilos de tipos, 10 opciones de marcos y más de 200 símbolos para personalizar fácilmente sus etiquetas para carpetas de archivos, bandejas de almacenamiento, artículos escolares, bolsas de regalo y más. Es ideal para uso en el hogar y en la oficina doméstica. Utiliza cintas de la serie ""M"" de Genuine Brother no laminadas disponibles en anchos de 9 mm (~ 3/8 "") y 12mm (~ 1/2"") y una gama de colores.",,,,,1,200,1,0,0,,,,,1,,870,900,Impresoras,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/imp2_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp2_2.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,FlashForge Inventor Dual Extrusion,1,0,visible,Flashforge Inventor Dual Extrusion es una impresora 3D basada en filamentos con un diseño totalmente cerrado que es seguro para usar en interiores y alrededor de niños.,"Flashforge Inventor Dual Extrusion es una impresora 3D basada en filamentos con un diseño totalmente cerrado que es seguro para usar en interiores y alrededor de niños. Cuenta con una impresionante resolución de impresión de 50 micrones para una calidad de giro de cabeza. Cinco ventiladores de refrigeración están equipados con un sensor de temperatura activada que regula las temperaturas de la cámara de construcción. Esto mejora la calidad de impresión y evita problemas comunes de impresión ABS y PLA. Inventor también es ideal para imprimir con filamentos solubles o incluso con filamentos exóticos, como materiales flexibles o compuestos. Inventor cuenta con una cámara incorporada para que pueda controlar el progreso de sus impresiones de forma remota. Simplemente descargue y conéctese a la aplicación móvil para ver cómo su diseño cobra vida. ",,,,,1,200,1,0,0,,,,,1,,9900,10000,Impresoras,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/imp3_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp3_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp3_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp3_4.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,MakerBot Replicator 2X 3D Printer,1,0,visible,Enloquece con la imaginación con la impresora 3D MakerBot Replicator 2X. Esta impresora 3D le ofrece resultados de calidad profesional.,"Enloquece con la imaginación con la impresora 3D MakerBot Replicator 2X. Esta impresora 3D le ofrece resultados de calidad profesional. Utiliza material de PLA con un espesor de capa de 100 micrones para crear sus impresiones. Hace broches, bisagras, objetos roscados y más con un termoplástico de petróleo dúctil con propiedades de deformación elástica. Su conectividad USB asegura un flujo de trabajo de producción sin problemas. Con la extrusión dual, puede agregar creatividad a sus diseños con dos colores entrelazados que se pueden imprimir a través de boquillas dobles alineadas con precisión sin la necesidad de cambiar.",,,,,1,200,1,0,0,,,,,1,,15900,16000,Impresoras,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/imp4_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp4_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp4_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/imp4_4.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Urban Armor Gear SurfacePro,1,0,visible,Proteja su tableta Surface Pro 4 de golpes y arañazos con esta elegante funda de superficie Urban Armor Gear Surface Pro 4.,Proteja su tableta Surface Pro 4 de golpes y arañazos con esta elegante funda de superficie Urban Armor Gear Surface Pro 4. Esta funda protectora presenta un diseño compuesto que fusiona una cubierta exterior dura con un núcleo suave y resistente al impacto. La protección de la pantalla y las almohadillas antideslizantes traseras de goma suave proporcionan una protección de 360 grados contra rasguños y abrasiones. Tiene botones táctiles de gran tamaño. Los generosos recortes de puertos proporcionan un fácil acceso a los puertos.,,,,,1,200,1,0,0,,,,,1,,300,340,Accesorios,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/acc1.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Urban Factory Elegant ,1,0,visible,Folio de cuero simple y elegante para proteger la tableta y su teclado ultra delgado. Aberturas en la parte posterior y frontal para cámaras.,Folio de cuero simple y elegante para proteger la tableta y su teclado ultra delgado. Aberturas en la parte posterior y frontal para cámaras. Área de pantalla ampliada para un uso óptimo de las funciones de Windows. Función de soporte y cierre de banda elástica.,,,,,1,200,1,0,0,,,,,1,,190,200,Accesorios,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/acc2.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Microsoft Surface Pro Type Cover,1,0,visible,Actualice su Surface Pro con la cubierta de tipo Microsoft Surface Pro negra y experimente la escritura de superficie más avanzada.,"Actualice su Surface Pro con la cubierta de tipo Microsoft Surface Pro negra y experimente la escritura de superficie más avanzada. Esta funda delgada y liviana es una combinación perfecta de estilo, confort y tecnología. Cuenta con un teclado QWERTY mecánico mejorado con teclas ligeramente extendidas para una experiencia de escritura familiar y más eficiente. Tiene la fila completa de teclas de función (F1 - F12), botones para las teclas de acceso directo de Windows y controles de medios. Esta cubierta tipo también incluye un trackpad de dos botones que se ha ampliado para un control y navegación precisos. También tiene una estabilidad magnética que garantiza que pueda colocar su Surface Pro en su regazo y trabajar. Esta cubierta tipo Microsoft Surface Pro se puede plegar y deshabilita las teclas cuando se voltea para una experiencia de tableta.",,,,,1,200,1,0,0,,,,,1,,450,500,Accesorios,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/acc4_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/acc4_2.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,StarTech.com Two Way Digital,1,0,visible,"Convierta una señal de fuente de audio SPDIF a Digital Coax y Toslink por separado o simultáneamente. El SPDIFCOAXTOS Convertidor digital coaxial a convertidor de audio de Toslink le permite extender y convertir el cable coaxial digital al audio de Toslink, o Toslink al cable coaxial digital.","Este pequeño convertidor de enlace coaxial de factor de forma es una solución fácil de usar que le permite seleccionar la señal de entrada que desea convertir o extender, y simultáneamente genera tanto señales de audio digital coaxial como de Toslink sin degradar la señal de audio, y proporciona una señal de salida que coincide con la calidad del audio de entrada, admitiendo audio de 2 a 5.1 canales.",,,,,1,200,1,0,0,,,,,1,,330,350,Accesorios,,,"http://morin42.me/wordpress/wp-content/uploads/2019/04/acc3_1.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/acc3_2.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/acc3_3.jpg, http://morin42.me/wordpress/wp-content/uploads/2019/04/acc3_4.jpg",,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Panasonic Infocase Toughmate M1 Always,1,0,visible,"Ideal para los trabajadores en el campo, este estuche ofrece protección 24 x 7 y facilidad de uso de los materiales de la carcasa de nylon y de los amortiguadores.","Ideal para los trabajadores en el campo, este estuche ofrece protección 24 x 7 y facilidad de uso de los materiales de la carcasa de nylon y de los amortiguadores. La cubierta abatible de la pantalla de la tapa proporciona una protección adicional para la pantalla M1 y se dobla como un soporte de caballete para elevar la pantalla a múltiples ángulos para ver o escribir. La cubierta también protege la pantalla cuando no está en uso. La funda incluye una correa ergonómica para el hombro y la correa de mano ajustable aumentará la productividad al permitirle sostener su Toughpad cómodamente durante largos períodos de tiempo. Se adapta a todas las configuraciones M1 y permite un fácil acceso a todas las funciones, puertos y cámaras.",,,,,1,200,1,0,0,,,,,1,,190,200,Accesorios,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/acc5.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Microsoft Windows Server,1,0,visible,"Windows Server Standard Edition proporciona una plataforma de servidor completa que es fácil de implementar, administrar y usar. Permite a las empresas reducir el costo total de propiedad (TCO). Gracias en parte al soporte de muchos socios de hardware y software de Microsoft, Windows Server ayuda a los usuarios a obtener el mayor retorno de las inversiones en servidores.","Windows Server Standard Edition proporciona una plataforma de servidor completa que es fácil de implementar, administrar y usar. Permite a las empresas reducir el costo total de propiedad (TCO). Gracias en parte al soporte de muchos socios de hardware y software de Microsoft, Windows Server ayuda a los usuarios a obtener el mayor retorno de las inversiones en servidores.",,,,,1,200,1,0,0,,,,,1,,190,200,Software,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/sof1.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Microsoft Windows 10 Home,1,0,visible,Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto.,"Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto. Prepararse para Windows 10 en la organización. Explorar métodos de implementación, herramientas de compatibilidad y opciones de servicio.Descargar herramientas recomendadas y obtener instrucciones paso a paso para actualizaciones en contexto, aprovisionamiento dinámico o implementaciones tradicionales.",,,,,1,200,1,0,0,,,,,1,,300,350,Software,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/sof2.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Microsoft Windows 10 Pro 64bit,1,0,visible,Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto.,"Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto. Prepararse para Windows 10 en la organización. Explorar métodos de implementación, herramientas de compatibilidad y opciones de servicio.Descargar herramientas recomendadas y obtener instrucciones paso a paso para actualizaciones en contexto, aprovisionamiento dinámico o implementaciones tradicionales.",,,,,1,200,1,0,0,,,,,1,,350,400,Software,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/sof2.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Microsoft Windows 10 Pro 86bit,1,0,visible,Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto.,"Introducción a Windows 10. Valóralo gratis durante 90 días y configura laboratorios virtuales para realizar una prueba de concepto. Prepararse para Windows 10 en la organización. Explorar métodos de implementación, herramientas de compatibilidad y opciones de servicio.Descargar herramientas recomendadas y obtener instrucciones paso a paso para actualizaciones en contexto, aprovisionamiento dinámico o implementaciones tradicionales.",,,,,1,200,1,0,0,,,,,1,,400,450,Software,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/sof2.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
,simple,,Cisco Jabber for Mac,1,0,visible,"Colabore de forma más segura y eficaz desde cualquier lugar con colegas, socios comerciales y clientes que utilizan Cisco Jabber para Mac.","Colabore de forma más segura y eficaz desde cualquier lugar con colegas, socios comerciales y clientes que utilizan Cisco Jabber para Mac. Permita que los empleados trabajen juntos de manera eficiente desde cualquier lugar al reunir presencia, mensajería instantánea (IM), conferencias de audio y web, voz empresarial y correo de voz visual en un solo cliente en su escritorio.",,,,,1,200,1,0,0,,,,,1,,680,700,Software,,,http://morin42.me/wordpress/wp-content/uploads/2019/04/sof3.jpg,,,,,,,,,8,Color:,,1,0,Material:,,1,0
